timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-29T10:41:00.000Z,ppo_B_v15_v12checkpoint59200_seed11_50mm_development_screen_attempt001,ppo_B_v15_v12checkpoint59200_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"checkpoint 59200's top training-window mean return transfers to strict development success","all 20 fixed 50 mm development scenarios; 150 s limit","frozen FSM/metrics/asset; v15 runtime; checkpoint 59200; development manifest","reach at least the final-checkpoint 9/20 and ideally the 16/20 eligibility gate","8/20; seven front_right_bot collisions, three phase timeouts, two global timeouts; exact 51841x122 telemetry; result SHA256 1d84398d79f4af2513d01d0a368be771abefafbcbe8c6617d4466e82ff52e365",FAIL,"reject 59200; restore-smoke and fully evaluate pre-registered candidate 64000",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12checkpoint59200_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T10:45:00.000Z,ppo_B_v15_v12checkpoint64000_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v15_v12checkpoint59200_seed11_50mm_development_screen_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"checkpoint 64000 restores under fixed v15 runtime","one scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v15 runtime; checkpoint 64000; development manifest","verify checkpoint/config/gain provenance and zero action outside window","PASS; policy max 0.1779242; executed exact zero; result SHA256 b5f4f709a7e3322205f058e4dbc395453141c0a779da0bbb2af69a00c72fa9a3",PASS,"run full 20-scenario checkpoint-64000 screen",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12checkpoint64000_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T11:25:00.000Z,ppo_B_v15_v12checkpoint64000_seed11_50mm_development_screen_attempt001,ppo_B_v15_v12checkpoint64000_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"checkpoint 64000's second-ranked training-window mean transfers to strict development","all 20 fixed 50 mm development scenarios; 150 s limit","frozen artifacts; v15 runtime; checkpoint 64000; development manifest","reach at least 9/20 and ideally 16/20","5/20; nine collisions, four phase timeouts, two global timeouts; exact 50694x122 telemetry; result SHA256 bff3ba066f5fcb1b44f44c7078e77fe1d5036af30c8ce286fa312aa8fec3a3f4",FAIL,"reject 64000; restore-smoke and evaluate pre-registered candidate 75200",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12checkpoint64000_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T11:29:00.000Z,ppo_B_v15_v12checkpoint75200_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v15_v12checkpoint64000_seed11_50mm_development_screen_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"checkpoint 75200 restores under fixed v15 runtime","one scenario; deliberate 5 s timeout","frozen artifacts; v15 runtime; checkpoint 75200; development manifest","verify provenance and zero gating","PASS; policy max 0.0651841; execution exact zero; result SHA256 7f0d1e8b3728f99d3fb837ff6fd70993ca6574294cbb572346d6853e0ac8c775",PASS,"run full 20-scenario checkpoint-75200 screen",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12checkpoint75200_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T11:47:00.000Z,ppo_B_v15_v12checkpoint75200_seed11_50mm_development_screen_attempt001,ppo_B_v15_v12checkpoint75200_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"checkpoint 75200's best individual training return transfers to the strict development gate","all 20 fixed 50 mm development scenarios; 150 s limit","frozen artifacts; v15 runtime; checkpoint 75200; development manifest","reach at least 16/20 while preserving exact constraints","10/20; five collisions, four phase timeouts, one global timeout; exact 52818x122 telemetry; current development best but ineligible; result SHA256 c94db7224e3bf7ede0decc9d59c7cf099eb870ab4a7364bd9be49b8d72995bb9",FAIL,"restore-smoke and fully evaluate the final pre-registered best_agent/70400 candidate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12checkpoint75200_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T11:51:00.000Z,ppo_B_v15_v12bestagent_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v15_v12checkpoint75200_seed11_50mm_development_screen_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"skrl best_agent restores under the fixed v15 runtime","one scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v15 runtime; best_agent checkpoint; development manifest","verify exact checkpoint provenance, finite restore, and zero action outside the execution window","PASS; checkpoint SHA256 671b51a77126d5752f6a82ff552981fc94971be876b61a47241a0874d2c98480; policy max 0.0550975; executed/scaled exact zero; result SHA256 0ce779d5efc0a9b9320e22e71227460b20998e3217480c368c0cf392fa0ee0f2",PASS,"run all 20 fixed 50 mm development scenarios for the final pre-registered candidate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12bestagent_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T12:27:00.000Z,ppo_B_v15_v12bestagent_seed11_50mm_development_screen_attempt001,ppo_B_v15_v12bestagent_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"skrl best_agent/70400 is an eligible strict-development policy","all 20 fixed 50 mm development scenarios; 150 s limit","frozen artifacts; v15 runtime; best_agent checkpoint; development manifest","reach at least 16/20 while preserving exact constraints","8/20; eleven front_right_bot collisions and one phase timeout; exact 48472x122 telemetry; result SHA256 8182b6fc50f432286dd62c9acdfdbf22583cc9a2839f2c210d888131a99da28c",FAIL,"close the screen with checkpoint 75200 best at 10/20 but ineligible; diagnose a new development-only method/training version",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v15-v12bestagent_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T12:34:00.000Z,ppo_runtime_v16_registration,ppo_B_v15_v12bestagent_seed11_50mm_development_screen_attempt001,PPO_METHOD_DEVELOPMENT,B/C,"11,29,47","mean-absolute projection forces a nonzero physical residual whenever policy or exploration noise is nonzero and therefore cannot conditionally preserve successful FSM branches","new zero-preserving one-sided balanced z projection; phase window 7-9; gains 1/1/1; 76800 local timesteps per stage","frozen FSM/metrics/asset; 12-D actor and 146-D critic; PPO/reward/randomization/bounds/seeds/budget; B/C differ only by CoM weight","restore the ability to select exact FSM behavior while retaining only the empirically safe front-down/rear-up direction","implementation complete; 133 tests and Python compilation pass; raw/canonical config SHA256 8dc33c824c1b3576012dc5437db764df04fb8e47ea48c6af9a6a325a0494b193/0cea2d98a2ab17b82cdca9dedd2051d799fbe059ed99a4e85172db14b538c71d",PASS,"run real-Isaac Method-B v16 smoke, then a checkpoint-75200 development-only counterfactual before authorizing retraining",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\ppo_common.yaml
2026-07-29T12:36:00.000Z,ppo_B_v16_seed11_50mm_smoke_attempt001,ppo_runtime_v16_registration,PPO_NO_COM_SMOKE,B,11,"the zero-preserving balanced gate executes safely in the real vectorized environment and retains an exact off half-space","16 full-randomization Isaac environments; boundary/nonuniform/reversed action probes; terminal and reset probes","frozen FSM/metrics/asset; v16 config; DirectRLEnv sensors and constraints","pass phase gate, z-only mask, balance, exact off action, finite interface, terminal safety, and reset audits","SMOKE_PASS; phase 6/7/9/10 maxima 0/0.002/0.002/0 m; reversed signed probe exact zero; result SHA256 7ca8a21057a6263817cefdc149aae0cb2d81b2e60343cc54e0dc9ca6ec3586a7",PASS,"restore checkpoint 75200 in the evaluator, smoke the exact provenance, then run the full fixed development counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v16_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-29T12:38:00.000Z,ppo_B_v16_v12checkpoint75200_seed11_50mm_development_counterfactual_smoke_attempt001,ppo_B_v16_seed11_50mm_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_COUNTERFACTUAL_SMOKE,B,11,"checkpoint 75200 restores under the v16 zero-preserving projection with exact provenance","one development scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v16 runtime; checkpoint 75200; development manifest","verify checkpoint/config/projection provenance, finite telemetry, and zero physical action outside phases 7-9","PASS; 100x122 finite telemetry; policy max 0.0651841 and executed/scaled exact zero; result SHA256 db391e467598a541804ebf0f0beaa8ad631ff13ffe8d833c0164aa638612f634",PASS,"run the unchanged full 20-scenario 150 s v16/checkpoint-75200 development-only counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-v12checkpoint75200_seed-11_stage-50mm_development_counterfactual_smoke_attempt001\diagnosis.md
2026-07-29T13:09:00.000Z,ppo_B_v16_v12checkpoint75200_seed11_50mm_development_counterfactual_attempt001,ppo_B_v16_v12checkpoint75200_seed11_50mm_development_counterfactual_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_COUNTERFACTUAL,B,11,"a policy trained under the old mean-absolute projection exposes useful conditional off behavior under v16","all 20 fixed 50 mm development scenarios; deterministic checkpoint 75200; 150 s limit","frozen artifacts; v16 runtime; development manifest; physics","preserve more successful FSM branches and demonstrate exact state-dependent off selection before retraining","10/20; seven collisions, one phase timeout, two global timeouts; 40.00% of window rows exact off; exact 51148x122 constraints; result SHA256 8b190c10cee0cfe9ffef9d1274d5fedeb9e33c0170c3333122c5127fd058ee1a",PASS_DIAGNOSTIC,"authorize one from-scratch 76800-step Method-B v16 seed-11 training run; independent gate must reach 16/20",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-v12checkpoint75200_seed-11_stage-50mm_development_counterfactual_attempt001\diagnosis.md
2026-07-29T15:57:50.080Z,ppo_B_v16_seed11_50mm_training_attempt001,ppo_B_v16_v12checkpoint75200_seed11_50mm_development_counterfactual_attempt001,PPO_NO_COM_DEVELOPMENT_TRAINING,B,11,"from-scratch training can learn when to select the exact FSM branch through the v16 zero-preserving one-sided balanced z gate","64 environments; 1200 iterations; 64-step rollouts; 5 epochs; 8 mini-batches; full randomization; 76800 local timesteps","frozen FSM/metrics/asset; v16 action projection; 12-D actor and 146-D critic; PPO/reward/bounds","complete exact budget with finite learning state and produce an independently evaluable final checkpoint","COMPLETED; 76800/76800 local timesteps and 4915200/4915200 transitions; 17964/17964 TensorBoard scalars finite; 785093/785093 checkpoint elements finite; final checkpoint SHA256 c835b6fc5a9e72557de12232aa8f2f86c4850e7ee7c9820ca25c9d2a4123b75e",PASS,"run final-checkpoint deterministic restore smoke then unchanged 20-scenario gate requiring at least 16/20",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v16_seed-11_stage-50mm_attempt001\diagnosis.md
2026-07-29T16:01:36.515Z,ppo_B_v16_seed11_50mm_development_gate_smoke_attempt001,ppo_B_v16_seed11_50mm_training_attempt001,PPO_NO_COM_DEVELOPMENT_SMOKE,B,11,"the v16 final checkpoint restores completely and preserves the registered runtime constraints","one fixed development scenario; deliberate 5 s timeout; deterministic action; 100 telemetry rows","frozen FSM/metrics/asset; v16 config/source; checkpoint c835b6fc5a9e72557de12232aa8f2f86c4850e7ee7c9820ca25c9d2a4123b75e","verify exact provenance, finite restore, and exact phase-excluded physical zero action","PASS; 100x122 finite telemetry; policy max 0.1524941; executed/scaled exact zero in phases 0/1; result SHA256 e2d5ff2eb0c06ab47f30301c45f8731f9b1b96bdc3d281e9600fea17a330628a",PASS,"run all 20 unchanged 50 mm development scenarios with the preregistered 16/20 gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16_seed-11_stage-50mm_development_gate_smoke_attempt001\diagnosis.md
2026-07-29T16:41:00.000Z,ppo_B_v16_seed11_50mm_development_gate_attempt001,ppo_B_v16_seed11_50mm_development_gate_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_SELECTION,B,11,"from-scratch v16 training learns a deterministic gate that improves on the frozen FSM","all 20 fixed 50 mm development scenarios; deterministic final checkpoint; 150 s limit","frozen FSM/metrics/asset; v16 runtime; development manifest; checkpoint c835b6fc5a9e72557de12232aa8f2f86c4850e7ee7c9820ca25c9d2a4123b75e","reach at least 16/20 with exact constraints","8/20; eight front_right_bot collisions, three phase timeouts, one global timeout; no FSM-failure rescue and four baseline successes lost; exact 50598x122 telemetry; result SHA256 c363bd419bf2c9ac730be6aabc229c09e2f0ad96324ae38386b320052a32d136",FAIL,"execute the frozen training-only intermediate-checkpoint screen before rejecting v16",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-29T16:43:00.000Z,ppo_B_v16_intermediate_checkpoint_screen_registration,ppo_B_v16_seed11_50mm_development_gate_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"the v16 final policy may be worse than a training-only intermediate state","pre-registered order agent60800, agent72000, best_agent/agent76800, agent57600; restore smoke then unchanged 20-scenario gate","fixed v16 runtime; frozen FSM/metrics/asset; same run/seed/budget; development manifest","identify an eligible intermediate without post-hoc candidate ordering","training-only 1600-step return-window means -235.333754/-275.729911/-290.034969/-313.477065; checkpoint SHA256 6ca99caaf950954c7ddcae72801c7333c43d47a96026cbfbac7a70ee2a32d458/65f1a8ae2d06bab95ba08b9e7fa6078a4520d53856421a4783a5708f6c626e1d/47666f48aa45db334b9050c88be407f667453f3d2ea9bc9b9ecebbcb0e91e0ea/f90d4b0ceb33f49e53bb3ba5ea2539f117b174c0f75688077542ba56874e024e",PASS,"restore-smoke agent60800 then run its full gate before touching the next candidate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v16_seed-11_stage-50mm_attempt001\checkpoint_screen_registration.md
2026-07-29T16:47:00.000Z,ppo_B_v16_checkpoint60800_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v16_intermediate_checkpoint_screen_registration,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"checkpoint 60800 restores completely under the fixed v16 runtime","one development scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v16 runtime; checkpoint 60800; development manifest","verify exact checkpoint/config provenance, finite restore, and phase-excluded zero action","PASS; policy max 0.1249577; executed/scaled exact zero; result SHA256 a14c783574ef1e4d2872859aeedacc324b53f89b7ff69f1530e8e21cb354473d",PASS,"run all 20 fixed 50 mm development scenarios before considering checkpoint 72000",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-checkpoint60800_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T17:26:00.000Z,ppo_B_v16_checkpoint60800_seed11_50mm_development_screen_attempt001,ppo_B_v16_checkpoint60800_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"checkpoint 60800's highest training-window return transfers to an eligible deterministic controller","all 20 fixed 50 mm development scenarios; 150 s limit","frozen artifacts; v16 runtime; checkpoint 60800; development manifest","reach at least 16/20","10/20; five collisions, three phase timeouts, two global timeouts; strict subset of FSM successes; exact 52692x122 telemetry; result SHA256 833338ddf537b6f0e0031cf42d381cdfd72fbecdcc84cdb68fbe93cdc57e4316",FAIL,"reject 60800; restore-smoke then fully evaluate pre-registered checkpoint 72000",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-checkpoint60800_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T17:30:00.000Z,ppo_B_v16_checkpoint72000_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v16_checkpoint60800_seed11_50mm_development_screen_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"checkpoint 72000 restores completely under fixed v16","one scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v16 runtime; checkpoint 72000; development manifest","verify checkpoint/config provenance and exact phase-excluded zero","PASS; 100x122 finite; policy max 0.1691686; executed exact zero; result SHA256 ad0f8e61e0801cdb2823d180cbd7641d0032481a4d8c7c742f7622906d631502",PASS,"run full 20-scenario checkpoint-72000 screen",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-checkpoint72000_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T18:14:00.000Z,ppo_B_v16_checkpoint72000_seed11_50mm_development_screen_attempt001,ppo_B_v16_checkpoint72000_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"checkpoint 72000's second-ranked training window transfers to an eligible policy","all 20 fixed 50 mm development scenarios; 150 s limit","frozen artifacts; v16 runtime; checkpoint 72000; development manifest","reach at least 16/20","10/20; seven collisions, two phase timeouts, one global timeout; rescued 0013 but lost 0004/0007/0018; exact 50786x122 telemetry; result SHA256 f1be3cf14e8ec72bac2a089cfcff3e006dba5700561a8e820b06fdcfd399841d",FAIL,"reject 72000; restore-smoke then fully evaluate pre-registered best_agent/agent76800",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-checkpoint72000_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T18:18:00.000Z,ppo_B_v16_bestagent_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v16_checkpoint72000_seed11_50mm_development_screen_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"best_agent is a distinct deterministic candidate","one scenario; explicit tensor equivalence audit; 100 telemetry rows","frozen artifacts; v16 runtime; best_agent checkpoint; development manifest","restore and determine whether the serialized checkpoint represents a distinct policy","restore PASS; policy and observation-preprocessor tensors exactly equal final_agent; smoke telemetry byte-identical; result SHA256 1f10531a6af22d344362535b7f6072d61ac82f9fc0d52de07647a34057b4cbbd",EQUIVALENT_SKIP,"do not duplicate the already measured 8/20 controller; continue to final pre-registered distinct checkpoint 57600",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-bestagent_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T18:22:00.000Z,ppo_B_v16_checkpoint57600_seed11_50mm_development_screen_smoke_attempt001,ppo_B_v16_bestagent_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SMOKE,B,11,"checkpoint 57600 restores completely under fixed v16","one scenario; deliberate 5 s timeout; 100 telemetry rows","frozen artifacts; v16 runtime; checkpoint 57600; development manifest","verify checkpoint/config provenance and exact phase-excluded zero","PASS; 100x122 finite; policy max 0.1743192; executed exact zero; result SHA256 bbaddc9fffcd1a79b39a65adc1207f9480aeecb505a6842b2d8247460d9b334c",PASS,"run full 20-scenario checkpoint-57600 screen and close the pre-registered order",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-checkpoint57600_seed-11_stage-50mm_development_screen_smoke_attempt001\diagnosis.md
2026-07-29T18:47:00.000Z,ppo_B_v16_checkpoint57600_seed11_50mm_development_screen_attempt001,ppo_B_v16_checkpoint57600_seed11_50mm_development_screen_smoke_attempt001,PPO_CHECKPOINT_DEVELOPMENT_SELECTION,B,11,"checkpoint 57600's fourth-ranked training window transfers to an eligible deterministic policy","all 20 fixed 50 mm development scenarios; 150 s limit","frozen artifacts; v16 runtime; checkpoint 57600; development manifest","reach at least 16/20","9/20; eight body/link collisions and three timeouts; strict subset of FSM successes; exact 50896x122 action constraints; phase-window gate off 74.86%; result SHA256 61de2bf7f56549a95c945d1c822874954aff29bb05cb8f6b9b8283feae15e28c",FAIL,"reject v16 after all pre-registered candidates failed; design one evidence-driven v17 stochastic/deterministic gate-alignment change",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v16-checkpoint57600_seed-11_stage-50mm_development_screen_attempt001\diagnosis.md
2026-07-29T18:55:00.000Z,ppo_B_v17_gate_alignment_registration,ppo_B_v16_checkpoint57600_seed11_50mm_development_screen_attempt001,PPO_METHOD_REGISTRATION,B,11,"bounding rollout noise around the deterministic mean eliminates v16's material stochastic one-sided-gate activation mismatch without changing runtime physics","common config and model source; 133 tests; 200000 sampled CPU actions","frozen FSM/metrics/asset; v16 runtime projection/reward/budget; log_std [-5,-4]; entropy 0","all tests pass; zero mean exact; empirical channel/shared std agree with exp(-4) and exp(-4)/2 within 1e-4","PASS; 133 tests; channel std 0.0183106 vs 0.0183156; shared std 0.00915831 vs 0.00915782; common config SHA256 820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec",PASS,"run one-environment real-Isaac v17 training smoke before full training",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v17_gate_alignment_registration.md
2026-07-29T18:58:00.000Z,ppo_B_v17_seed11_50mm_smoke_attempt001,ppo_B_v17_gate_alignment_registration,PPO_NO_COM_SMOKE,B,11,"the v17 low-noise policy and unchanged zero-preserving runtime execute safely in real Isaac","one full-randomization Isaac environment; model preflight; phase 6/7/9/10 and reversed-action probes; forced fall/reset","frozen FSM/metrics/asset; v17 common config/source; seed 11","finite policy/value/reward; exact projection, phase gate, mask, balance and off half-space; exact -200 fall; clean reset","SMOKE_PASS; action max 0.0484237; phase 6/7/9/10 scaled maxima 0/0.002/0.002/0 m; result SHA256 52c5abe731fa9e0cf3a8f609b0cd66396d813cc84d8b37735dfa6ed824793462",PASS,"run authorized from-scratch 76800-local-timestep Method-B v17 seed-11 50 mm training",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-29T21:48:00.000Z,ppo_B_v17_seed11_50mm_training_attempt001,ppo_B_v17_seed11_50mm_smoke_attempt001,PPO_NO_COM_TRAINING,B,11,"v17 gate-aligned low-noise exploration can complete the registered full-development budget with finite optimization state","64 environments; full randomization; 76800 local timesteps; 4915200 transitions; from scratch","frozen FSM/metrics/asset; v17 config/source; method B; seed 11","exact budget; finite TensorBoard and checkpoint tensors; effective std within [-5,-4] envelope","COMPLETED_INTEGRITY_PASS; 48 periodic plus best/final checkpoints; 14184 finite scalar samples; 77 tensors/785093 elements finite; final SHA256 e29c94d54a12e895c8a8e3ba1c2aea726df3b5559d5ce693dbc09ac439f5a102",PASS,"run deterministic one-scenario restore smoke, then unchanged 20-scenario 16/20 development gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\diagnosis.md
2026-07-29T21:51:00.000Z,ppo_B_v17_seed11_50mm_development_gate_smoke_attempt001,ppo_B_v17_seed11_50mm_training_attempt001,PPO_NO_COM_DEVELOPMENT_SMOKE,B,11,"the v17 final checkpoint restores completely and preserves registered deterministic runtime constraints","one fixed development scenario; deliberate 5 s timeout; deterministic action; 100 telemetry rows","frozen FSM/metrics/asset; v17 config/source; checkpoint e29c94d54a12e895c8a8e3ba1c2aea726df3b5559d5ce693dbc09ac439f5a102","verify exact provenance, finite restore, and exact phase-excluded physical zero action","PASS; 100x122 fully finite; policy max 0.0816411; executed/scaled exact zero; result SHA256 dca94929f5087bb72dbf92556df4a8d67570f4ffdd3e019c1980fc334d2c9c5b",PASS,"run all 20 unchanged 50 mm development scenarios with the pre-registered 16/20 gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v17_seed-11_stage-50mm_development_gate_smoke_attempt001\diagnosis.md
2026-07-29T22:29:00.000Z,ppo_B_v17_seed11_50mm_development_gate_attempt001,ppo_B_v17_seed11_50mm_development_gate_smoke_attempt001,PPO_NO_COM_DEVELOPMENT_SELECTION,B,11,"v17 low-noise training learns a conditional deterministic gate that reaches the 50 mm eligibility threshold","all 20 fixed 50 mm development scenarios; deterministic final policy; 150 s limit","frozen FSM/metrics/asset; v17 runtime; development manifest; checkpoint e29c94d54a12e895c8a8e3ba1c2aea726df3b5559d5ce693dbc09ac439f5a102","reach at least 16/20 with exact action constraints","6/20; seven collisions, four phase timeouts, three global timeouts; phase-window gate off only 10.74%; exact 52354x122 constraints; result SHA256 85dc0198685db052f2bea2c1a81307a87867b1b9cc7abf2824a0fcf720e25f42",FAIL,"reject trained v17; register v18 two-sigma confidence deadband and test the unchanged v17 checkpoint under that runtime before retraining",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B-v17_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-29T22:36:00.000Z,ppo_B_v18_confidence_gate_registration,ppo_B_v17_seed11_50mm_development_gate_attempt001,PPO_RUNTIME_REGISTRATION,B,11,"subtracting an analytically fixed two-shared-sigma threshold suppresses noise-scale deterministic residuals while retaining v17's learned phase-7 drive","projection threshold exp(-4)=0.01831563888873418; protocol 18.0.0","frozen FSM/metrics/asset; v17 architecture/exploration/reward/optimizer/randomization/budget; development manifest remains unread by implementation","old v17 checkpoint reaches at least 12/20 under v18 before any retraining is authorized","137 tests and compilation pass; no v18 Isaac result exists at registration",REGISTERED,"run real-Isaac training-entrypoint smoke then v17-checkpoint restore smoke and 20-scenario counterfactual",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v18_confidence_gate_registration.md
2026-07-29T22:38:00.000Z,ppo_B_v18_seed11_50mm_smoke_attempt001,ppo_B_v18_confidence_gate_registration,PPO_RUNTIME_SMOKE,B,11,"the registered v18 training entrypoint constructs one real-Isaac environment and passes all finite/action/reward probes","one environment; full randomization; smoke-only","frozen FSM/metrics/asset; v18 config and decision gates","SMOKE_PASS before any counterfactual evaluation","FAILED before environment construction: NameError because math was not imported; no simulation or rollout result; training result SHA256 146fa846fe1e3b4390e53bb5cc4f7893f95f16b32275ee56d701037f674c6a5d",FAIL_IMPLEMENTATION,"retain attempt; add only missing import and AST regression; rerun as attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v18_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-29T22:40:00.000Z,ppo_B_v18_1_import_correction,ppo_B_v18_seed11_50mm_smoke_attempt001,PPO_RUNTIME_CORRECTION,B,11,"adding the missing standard-library import repairs threshold validation without changing the registered mechanism","import math; one AST regression test","byte-identical v18 common config/projection/threshold/simulation/learning parameters and decision gates","entrypoint compiles and full unit suite passes","compilation and all 138 tests pass; corrected training source SHA256 cab8f29d87c7745f352884bff2ef3d6ac6b4f451b6d6ed445288f099e0bc0c19",PASS,"rerun real-Isaac training-entrypoint smoke as attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\diagnostics\v18_1_runtime_import_correction.md
